ExpressionParser, CLASS/INTERFACE, 9350, 1, 10.3 Expression Evaluation using Spring’s Expression Interface, org.springframework.expression.spel.standard.SpelExpressionParser, @null
ApplicationContext, CLASS/INTERFACE, 6311, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.AnnotationConfigApplicationContext, @null
AnnotationConfigApplicationContext(), METHOD, 6311, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.AnnotationConfigApplicationContext(), @null
beans, UNIDENTIFIED-TYPE, 6311, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.configuration.ScopingTests.CustomScope.beans, @null
available.(), UNIDENTIFIED-TYPE, 6311, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.Configuration.value(), @null
ctx.getBean(), METHOD, 6311, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.AnnotationConfigApplicationContext.getBean(), @null
ctx.getBean(), METHOD, 6311, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.AnnotationConfigApplicationContext.getBean(), @null
ServiceConfig, CLASS/INTERFACE, 6333, 1, 7.12.5 Composing Java-based configurations, org.springframework.web.socket.sockjs.transport.handler.SockJsWebSocketHandler.sockJsServiceConfig, @null
transferService(), METHOD, 6333, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.configuration.ImportTests.AppConfig.transferService(), @null
accountRepository(), METHOD, 6333, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.configuration.ImportTests.AppConfig.accountRepository(), @null
DataSource, CLASS/INTERFACE, 6333, 1, 7.12.5 Composing Java-based configurations, org.springframework.orm.hibernate3.annotation.AnnotationSessionFactoryBean.useTransactionAwareDataSource, @null
dataSource(), METHOD, 6333, 1, 7.12.5 Composing Java-based configurations, org.springframework.test.context.junit4.spr9051.TransactionalAnnotatedConfigClassesWithoutAtConfigurationTests.AnnotatedFactoryBeans.dataSource(), @null
DataSource, CLASS/INTERFACE, 6333, 1, 7.12.5 Composing Java-based configurations, org.springframework.orm.hibernate3.annotation.AnnotationSessionFactoryBean.useTransactionAwareDataSource, @null
main(), METHOD, 6333, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.EnableMBeanExport.defaultDomain(), @null
ApplicationContext, CLASS/INTERFACE, 6333, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.AnnotationConfigApplicationContext, @null
AnnotationConfigApplicationContext(), METHOD, 6333, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.AnnotationConfigApplicationContext(), @null
configuration, UNIDENTIFIED-TYPE, 6333, 1, 7.12.5 Composing Java-based configurations, org.springframework.orm.hibernate3.annotation.AnnotationSessionFactoryBean.configuration, @null
classes.(), UNIDENTIFIED-TYPE, 6333, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.Configuration.value(), @null
ctx.getBean(), METHOD, 6333, 1, 7.12.5 Composing Java-based configurations, org.springframework.web.servlet.tags.EvalTagTests.Bean.getBean(), @null
ServiceConfig, CLASS/INTERFACE, 6383, 1, 7.12.5 Composing Java-based configurations, org.springframework.web.socket.sockjs.transport.handler.SockJsWebSocketHandler.sockJsServiceConfig, @null
transferService(), METHOD, 6383, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.configuration.ImportTests.AppConfig.transferService(), @null
DataSource, CLASS/INTERFACE, 6383, 1, 7.12.5 Composing Java-based configurations, org.springframework.orm.hibernate3.annotation.AnnotationSessionFactoryBean.useTransactionAwareDataSource, @null
dataSource, UNIDENTIFIED-TYPE, 6383, 1, 7.12.5 Composing Java-based configurations, org.springframework.orm.hibernate3.annotation.AnnotationSessionFactoryBean.dataSource, @null
this.dataSource(), METHOD, 6383, 1, 7.12.5 Composing Java-based configurations, org.springframework.test.context.junit4.spr9051.TransactionalAnnotatedConfigClassesWithoutAtConfigurationTests.AnnotatedFactoryBeans.dataSource(), @null
dataSource, UNIDENTIFIED-TYPE, 6383, 1, 7.12.5 Composing Java-based configurations, org.springframework.orm.hibernate3.annotation.AnnotationSessionFactoryBean.dataSource, @null
accountRepository(), METHOD, 6383, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.configuration.ImportTests.AppConfig.accountRepository(), @null
DataSource, CLASS/INTERFACE, 6383, 1, 7.12.5 Composing Java-based configurations, org.springframework.orm.hibernate3.annotation.AnnotationSessionFactoryBean.useTransactionAwareDataSource, @null
dataSource(), METHOD, 6383, 1, 7.12.5 Composing Java-based configurations, org.springframework.test.context.junit4.spr9051.TransactionalAnnotatedConfigClassesWithoutAtConfigurationTests.AnnotatedFactoryBeans.dataSource(), @null
DataSource, CLASS/INTERFACE, 6383, 1, 7.12.5 Composing Java-based configurations, org.springframework.orm.hibernate3.annotation.AnnotationSessionFactoryBean.useTransactionAwareDataSource, @null
main(), METHOD, 6383, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.EnableMBeanExport.defaultDomain(), @null
ApplicationContext, CLASS/INTERFACE, 6383, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.AnnotationConfigApplicationContext, @null
AnnotationConfigApplicationContext(), METHOD, 6383, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.AnnotationConfigApplicationContext(), @null
configuration, UNIDENTIFIED-TYPE, 6383, 1, 7.12.5 Composing Java-based configurations, org.springframework.orm.hibernate3.annotation.AnnotationSessionFactoryBean.configuration, @null
classes.(), UNIDENTIFIED-TYPE, 6383, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.Configuration.value(), @null
ctx.getBean(), METHOD, 6383, 1, 7.12.5 Composing Java-based configurations, org.springframework.web.servlet.tags.EvalTagTests.Bean.getBean(), @null
ServiceConfig, CLASS/INTERFACE, 6448, 1, 7.12.5 Composing Java-based configurations, org.springframework.web.socket.sockjs.transport.handler.SockJsWebSocketHandler.sockJsServiceConfig, @null
transferService(), METHOD, 6448, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.configuration.ImportTests.AppConfig.transferService(), @null
config, UNIDENTIFIED-TYPE, 6448, 1, 7.12.5 Composing Java-based configurations, org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupportExtensionTests.config, @null
method, UNIDENTIFIED-TYPE, 6448, 1, 7.12.5 Composing Java-based configurations, org.springframework.beans.factory.annotation.InitDestroyAnnotationBeanPostProcessor.LifecycleElement.method, @null
ServiceConfig, CLASS/INTERFACE, 6465, 1, 7.12.5 Composing Java-based configurations, org.springframework.web.socket.sockjs.transport.handler.SockJsWebSocketHandler.sockJsServiceConfig, @null
transferService(), METHOD, 6465, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.configuration.ImportTests.AppConfig.transferService(), @null
accountRepository(), METHOD, 6465, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.configuration.ImportTests.AppConfig.accountRepository(), @null
accountRepository(), METHOD, 6465, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.configuration.ImportTests.AppConfig.accountRepository(), @null
config, UNIDENTIFIED-TYPE, 6465, 1, 7.12.5 Composing Java-based configurations, org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupportExtensionTests.config, @null
DataSource, CLASS/INTERFACE, 6465, 1, 7.12.5 Composing Java-based configurations, org.springframework.orm.hibernate3.annotation.AnnotationSessionFactoryBean.useTransactionAwareDataSource, @null
dataSource(), METHOD, 6465, 1, 7.12.5 Composing Java-based configurations, org.springframework.test.context.junit4.spr9051.TransactionalAnnotatedConfigClassesWithoutAtConfigurationTests.AnnotatedFactoryBeans.dataSource(), @null
DataSource, CLASS/INTERFACE, 6465, 1, 7.12.5 Composing Java-based configurations, org.springframework.orm.hibernate3.annotation.AnnotationSessionFactoryBean.useTransactionAwareDataSource, @null
main(), METHOD, 6465, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.EnableMBeanExport.defaultDomain(), @null
ApplicationContext, CLASS/INTERFACE, 6465, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.AnnotationConfigApplicationContext, @null
AnnotationConfigApplicationContext(), METHOD, 6465, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.AnnotationConfigApplicationContext(), @null
ctx.getBean(), METHOD, 6465, 1, 7.12.5 Composing Java-based configurations, org.springframework.web.servlet.tags.EvalTagTests.Bean.getBean(), @null
matches(), METHOD, 6533, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.configuration.ImportWithConditionTests.NeverMatchingCondition.matches(), @null
context, UNIDENTIFIED-TYPE, 6533, 1, 7.12.5 Composing Java-based configurations, org.springframework.jdbc.config.InitializeDatabaseIntegrationTests.context, @null
AnnotatedTypeMetadata, CLASS/INTERFACE, 6533, 1, 7.12.5 Composing Java-based configurations, org.springframework.core.type.AnnotatedTypeMetadata, @null
annotation, UNIDENTIFIED-TYPE, 6533, 1, 7.12.5 Composing Java-based configurations, org.springframework.aop.aspectj.annotation.AbstractAspectJAdvisorFactory.AspectJAnnotation.annotation, @null
attributes, UNIDENTIFIED-TYPE, 6533, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader.ConfigurationClassBeanDefinition.attributes, @null
MultiValueMap, CLASS/INTERFACE, 6533, 1, 7.12.5 Composing Java-based configurations, org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessorTests.paramMultiValueMap, @null
Object, CLASS/INTERFACE, 6533, 1, 7.12.5 Composing Java-based configurations, org.springframework.jdbc.support.xml.Jdbc4SqlXmlHandler.AbstractJdbc4SqlXmlValue.xmlObject, @null
attrs, UNIDENTIFIED-TYPE, 6533, 1, 7.12.5 Composing Java-based configurations, org.springframework.asm.Context.attrs, @null
metadata.getAllAnnotationAttributes(), METHOD, 6533, 1, 7.12.5 Composing Java-based configurations, org.springframework.core.annotation.AnnotatedElementUtils.getAllAnnotationAttributes(), @null
value, UNIDENTIFIED-TYPE, 6533, 1, 7.12.5 Composing Java-based configurations, org.springframework.beans.BeanUtilsTests.Bean.value, @null
attrs.get(), UNIDENTIFIED-TYPE, 6533, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.configuration.ConfigurationClassProcessingTests.ConfigWithSetWithProviderImplementation.get(), @null
AppConfig, CLASS/INTERFACE, 6574, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.configuration.ImportTests.AppConfig, @null
DataSource, CLASS/INTERFACE, 6574, 1, 7.12.5 Composing Java-based configurations, org.springframework.jdbc.datasource.DriverManagerDataSource, @null
dataSource, UNIDENTIFIED-TYPE, 6574, 1, 7.12.5 Composing Java-based configurations, org.springframework.test.context.jdbc.MergedSqlConfig.dataSource, @null
accountRepository(), METHOD, 6574, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.configuration.ImportTests.AppConfig.accountRepository(), @null
transferService(), METHOD, 6574, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.configuration.ImportTests.AppConfig.transferService(), @null
annotations, UNIDENTIFIED-TYPE, 6592, 1, 7.12.5 Composing Java-based configurations, org.springframework.core.convert.support.ObjectToOptionalConverter.GenericTypeDescriptor.annotations, @null
main(), METHOD, 6609, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.EnableMBeanExport.defaultDomain(), @null
ApplicationContext, CLASS/INTERFACE, 6609, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.AnnotationConfigApplicationContext, @null
ClassPathXmlApplicationContext(), METHOD, 6609, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.support.ClassPathXmlApplicationContext(), @null
ctx.getBean(), METHOD, 6609, 1, 7.12.5 Composing Java-based configurations, org.springframework.beans.factory.config.ConfigurableListableBeanFactory.getBean(), @null
AppConfig, CLASS/INTERFACE, 6628, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.configuration.ImportTests.AppConfig, @null
definition, UNIDENTIFIED-TYPE, 6628, 1, 7.12.5 Composing Java-based configurations, org.springframework.beans.factory.groovy.GroovyBeanDefinitionWrapper.definition, @null
base(), METHOD, 6628, 1, 7.12.5 Composing Java-based configurations, org.springframework.jdbc.config.JdbcNamespaceIntegrationTests.createEmbeddedDatabase(), @null
AppConfig, CLASS/INTERFACE, 6647, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.configuration.ImportTests.AppConfig, @null
String, CLASS/INTERFACE, 6647, 1, 7.12.5 Composing Java-based configurations, org.springframework.jdbc.core.simple.AbstractJdbcInsert.insertString, @null
String, CLASS/INTERFACE, 6647, 1, 7.12.5 Composing Java-based configurations, org.springframework.jdbc.core.simple.AbstractJdbcInsert.insertString, @null
username, UNIDENTIFIED-TYPE, 6647, 1, 7.12.5 Composing Java-based configurations, org.springframework.jdbc.datasource.DriverManagerDataSource.username, @null
String, CLASS/INTERFACE, 6647, 1, 7.12.5 Composing Java-based configurations, org.springframework.jdbc.core.simple.AbstractJdbcInsert.insertString, @null
password, UNIDENTIFIED-TYPE, 6647, 1, 7.12.5 Composing Java-based configurations, org.springframework.jdbc.datasource.DriverManagerDataSource.password, @null
DataSource, CLASS/INTERFACE, 6647, 1, 7.12.5 Composing Java-based configurations, org.springframework.jdbc.datasource.DriverManagerDataSource, @null
dataSource(), METHOD, 6647, 1, 7.12.5 Composing Java-based configurations, org.springframework.test.context.jdbc.SqlConfig.dataSource(), @null
DriverManagerDataSource(), METHOD, 6647, 1, 7.12.5 Composing Java-based configurations, org.springframework.jdbc.datasource.DriverManagerDataSource(), @null
username, UNIDENTIFIED-TYPE, 6647, 1, 7.12.5 Composing Java-based configurations, org.springframework.jdbc.datasource.DriverManagerDataSource.username, @null
properties(), METHOD, 6666, 1, 7.12.5 Composing Java-based configurations, org.springframework.test.context.TestPropertySource.properties(), @null
jdbc.properties(), UNIDENTIFIED-TYPE, 6670, 1, 7.12.5 Composing Java-based configurations, org.springframework.test.context.TestPropertySource.properties(), @null
main(), METHOD, 6674, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.EnableMBeanExport.defaultDomain(), @null
ApplicationContext, CLASS/INTERFACE, 6674, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.AnnotationConfigApplicationContext, @null
AnnotationConfigApplicationContext(), METHOD, 6674, 1, 7.12.5 Composing Java-based configurations, org.springframework.context.annotation.AnnotationConfigApplicationContext(), @null
ctx.getBean(), METHOD, 6674, 1, 7.12.5 Composing Java-based configurations, org.springframework.beans.factory.config.ConfigurableListableBeanFactory.getBean(), @null
DataSource, CLASS/INTERFACE, 6718, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.lookup.IsolationLevelDataSourceRouter.resolvedDefaultDataSource, @null
dataSource(), METHOD, 6718, 1, 7.13.1 Bean definition profiles, org.springframework.test.context.jdbc.SqlConfig.dataSource(), @null
EmbeddedDatabaseBuilder(), METHOD, 6718, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder(), @null
setType(), METHOD, 6718, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder.setType(), @null
addScript(), METHOD, 6718, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder.addScript(), @null
addScript(), METHOD, 6718, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder.addScript(), @null
build(), METHOD, 6718, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder.build(), @null
DataSource, CLASS/INTERFACE, 6730, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.lookup.IsolationLevelDataSourceRouter.resolvedDefaultDataSource, @null
dataSource(), METHOD, 6730, 1, 7.13.1 Bean definition profiles, org.springframework.test.context.jdbc.SqlConfig.dataSource(), @null
Exception, CLASS/INTERFACE, 6730, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.lookup.DataSourceLookupFailureException, @null
Context, CLASS/INTERFACE, 6730, 1, 7.13.1 Bean definition profiles, org.springframework.test.context.junit4.profile.resolver.ClassNameActiveProfilesResolverTests.applicationContext, @null
InitialContext(), METHOD, 6730, 1, 7.13.1 Bean definition profiles, org.springframework.tests.mock.jndi.ExpectedLookupTemplate.createInitialContext(), @null
ctx.lookup(), UNIDENTIFIED-TYPE, 6730, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.lookup.JndiDataSourceLookup.lookup(), @null
DataSource, CLASS/INTERFACE, 6754, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.lookup.IsolationLevelDataSourceRouter.resolvedDefaultDataSource, @null
dataSource(), METHOD, 6754, 1, 7.13.1 Bean definition profiles, org.springframework.test.context.jdbc.SqlConfig.dataSource(), @null
EmbeddedDatabaseBuilder(), METHOD, 6754, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder(), @null
setType(), METHOD, 6754, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder.setType(), @null
addScript(), METHOD, 6754, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder.addScript(), @null
addScript(), METHOD, 6754, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder.addScript(), @null
build(), METHOD, 6754, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder.build(), @null
DataSource, CLASS/INTERFACE, 6767, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.lookup.IsolationLevelDataSourceRouter.resolvedDefaultDataSource, @null
dataSource(), METHOD, 6767, 1, 7.13.1 Bean definition profiles, org.springframework.test.context.jdbc.SqlConfig.dataSource(), @null
Exception, CLASS/INTERFACE, 6767, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.lookup.DataSourceLookupFailureException, @null
Context, CLASS/INTERFACE, 6767, 1, 7.13.1 Bean definition profiles, org.springframework.test.context.junit4.profile.resolver.ClassNameActiveProfilesResolverTests.applicationContext, @null
InitialContext(), METHOD, 6767, 1, 7.13.1 Bean definition profiles, org.springframework.jndi.JndiTemplate.createInitialContext(), @null
ctx.lookup(), UNIDENTIFIED-TYPE, 6767, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.lookup.JndiDataSourceLookup.lookup(), @null
AppConfig, CLASS/INTERFACE, 6794, 1, 7.13.1 Bean definition profiles, org.springframework.context.annotation.configuration.ImportTests.AppConfig, @null
DataSource, CLASS/INTERFACE, 6794, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.lookup.IsolationLevelDataSourceRouter.resolvedDefaultDataSource, @null
EmbeddedDatabaseBuilder(), METHOD, 6794, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder(), @null
setType(), METHOD, 6794, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder.setType(), @null
addScript(), METHOD, 6794, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder.addScript(), @null
addScript(), METHOD, 6794, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder.addScript(), @null
build(), METHOD, 6794, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder.build(), @null
DataSource, CLASS/INTERFACE, 6794, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.lookup.IsolationLevelDataSourceRouter.resolvedDefaultDataSource, @null
Exception, CLASS/INTERFACE, 6794, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.lookup.DataSourceLookupFailureException, @null
Context, CLASS/INTERFACE, 6794, 1, 7.13.1 Bean definition profiles, org.springframework.test.context.junit4.profile.resolver.ClassNameActiveProfilesResolverTests.applicationContext, @null
InitialContext(), METHOD, 6794, 1, 7.13.1 Bean definition profiles, org.springframework.jndi.JndiTemplate.createInitialContext(), @null
ctx.lookup(), UNIDENTIFIED-TYPE, 6794, 1, 7.13.1 Bean definition profiles, org.springframework.jdbc.datasource.lookup.JndiDataSourceLookup.lookup(), @null
test(), METHOD, 6830, 1, 7.13.2 XML bean definition profiles, org.springframework.test.context.junit4.profile.resolver.ClassNameActiveProfilesResolverTests.test(), @null
other, UNIDENTIFIED-TYPE, 6850, 1, 7.13.2 XML bean definition profiles, org.springframework.beans.factory.xml.DerivedConstructorDependenciesBean.other, @null
definitions, UNIDENTIFIED-TYPE, 6850, 1, 7.13.2 XML bean definition profiles, org.springframework.web.servlet.view.tiles3.TilesConfigurer.definitions, @null
test(), METHOD, 6850, 1, 7.13.2 XML bean definition profiles, org.springframework.test.context.junit4.profile.resolver.ClassNameActiveProfilesResolverTests.test(), @null
AnnotationConfigApplicationContext, CLASS/INTERFACE, 6881, 1, 7.13.2 XML bean definition profiles, org.springframework.context.annotation.AnnotationConfigApplicationContext, @null
AnnotationConfigApplicationContext(), METHOD, 6881, 1, 7.13.2 XML bean definition profiles, org.springframework.context.annotation.AnnotationConfigApplicationContext(), @null
ctx.getEnvironment(), METHOD, 6881, 1, 7.13.2 XML bean definition profiles, org.springframework.beans.factory.xml.XmlReaderContext.getEnvironment(), @null
ctx.register(), UNIDENTIFIED-TYPE, 6881, 1, 7.13.2 XML bean definition profiles, org.springframework.context.annotation.AnnotationConfigApplicationContext.register(), @null
StandaloneDataConfig.class(), METHOD, 6881, 1, 7.13.2 XML bean definition profiles, org.springframework.beans.factory.config.ServiceLocatorFactoryBeanTests.testWhenServiceLocatorExceptionClassIsNotAnExceptionSubclass(), @null
ctx.refresh(), UNIDENTIFIED-TYPE, 6881, 1, 7.13.2 XML bean definition profiles, org.springframework.jms.config.JmsNamespaceHandlerTests.ToolingTestApplicationContext.refresh(), @null
ctx.getEnvironment(), METHOD, 6894, 1, 7.13.2 XML bean definition profiles, org.springframework.beans.factory.xml.XmlReaderContext.getEnvironment(), @null
DataSource, CLASS/INTERFACE, 6902, 1, 7.13.2 XML bean definition profiles, org.springframework.jdbc.datasource.lookup.IsolationLevelDataSourceRouter.resolvedDefaultDataSource, @null
dataSource(), METHOD, 6902, 1, 7.13.2 XML bean definition profiles, org.springframework.test.context.jdbc.SqlConfig.dataSource(), @null
EmbeddedDatabaseBuilder(), METHOD, 6902, 1, 7.13.2 XML bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder(), @null
setType(), METHOD, 6902, 1, 7.13.2 XML bean definition profiles, org.springframework.beans.factory.config.ConstructorArgumentValues.ValueHolder.setType(), @null
addScript(), METHOD, 6902, 1, 7.13.2 XML bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder.addScript(), @null
build(), METHOD, 6902, 1, 7.13.2 XML bean definition profiles, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder.build(), @null
ApplicationContext, CLASS/INTERFACE, 6925, 1, 7.13.3 PropertySource abstraction, org.springframework.context.annotation.AnnotationConfigApplicationContext, @null
GenericApplicationContext(), METHOD, 6925, 1, 7.13.3 PropertySource abstraction, org.springframework.context.support.GenericApplicationContext(), @null
Environment, CLASS/INTERFACE, 6925, 1, 7.13.3 PropertySource abstraction, org.springframework.beans.factory.config.PropertyPlaceholderConfigurer.searchSystemEnvironment, @null
ctx.getEnvironment(), METHOD, 6925, 1, 7.13.3 PropertySource abstraction, org.springframework.beans.factory.xml.XmlReaderContext.getEnvironment(), @null
env.containsProperty(), METHOD, 6925, 1, 7.13.3 PropertySource abstraction, org.springframework.core.env.Environment.containsProperty(), @null
System.out.println(), UNIDENTIFIED-TYPE, 6925, 1, 7.13.3 PropertySource abstraction, org.springframework.http.converter.ResourceRegionHttpMessageConverter.println(), @null
environment, UNIDENTIFIED-TYPE, 6925, 1, 7.13.3 PropertySource abstraction, org.springframework.beans.factory.xml.XmlBeanDefinitionReader.environment, @null
ConfigurableApplicationContext, CLASS/INTERFACE, 6967, 1, 7.13.3 PropertySource abstraction, org.springframework.context.ConfigurableApplicationContext, @null
GenericApplicationContext(), METHOD, 6967, 1, 7.13.3 PropertySource abstraction, org.springframework.context.support.GenericApplicationContext(), @null
MutablePropertySources, CLASS/INTERFACE, 6967, 1, 7.13.3 PropertySource abstraction, org.springframework.core.env.MutablePropertySources, @null
sources, UNIDENTIFIED-TYPE, 6967, 1, 7.13.3 PropertySource abstraction, org.springframework.beans.factory.config.YamlProcessor.resources, @null
ctx.getEnvironment(), METHOD, 6967, 1, 7.13.3 PropertySource abstraction, org.springframework.beans.factory.xml.XmlReaderContext.getEnvironment(), @null
sources.addFirst(), METHOD, 6967, 1, 7.13.3 PropertySource abstraction, org.springframework.core.env.MutablePropertySources.addFirst(), @null
MyPropertySource(), METHOD, 6967, 1, 7.13.3 PropertySource abstraction, org.springframework.context.annotation.PropertySourceAnnotationTests.MyPropertySource(), @null
AppConfig, CLASS/INTERFACE, 6985, 1, 7.13.4 @PropertySource, org.springframework.context.annotation.configuration.ImportTests.AppConfig, @null
Environment, CLASS/INTERFACE, 6985, 1, 7.13.4 @PropertySource, org.springframework.beans.factory.config.PropertyPlaceholderConfigurer.searchSystemEnvironment, @null
TestBean, CLASS/INTERFACE, 6985, 1, 7.13.4 @PropertySource, org.springframework.beans.factory.config.ObjectFactoryCreatingFactoryBeanTests.FactoryTestBean, @null
testBean(), METHOD, 6985, 1, 7.13.4 @PropertySource, org.springframework.context.annotation.configuration.ConfigurationClassAspectIntegrationTests.ConfigurationWithAspect.testBean(), @null
TestBean, CLASS/INTERFACE, 6985, 1, 7.13.4 @PropertySource, org.springframework.beans.factory.config.ObjectFactoryCreatingFactoryBeanTests.FactoryTestBean, @null
testBean, UNIDENTIFIED-TYPE, 6985, 1, 7.13.4 @PropertySource, org.springframework.beans.factory.annotation.InjectAnnotationBeanPostProcessorTests.ConstructorResourceInjectionBean.testBean, @null
TestBean(), METHOD, 6985, 1, 7.13.4 @PropertySource, org.springframework.beans.factory.config.ObjectFactoryCreatingFactoryBeanTests.FactoryTestBean(), @null
testBean.setName(), METHOD, 6985, 1, 7.13.4 @PropertySource, org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder.setName(), @null
testBean, UNIDENTIFIED-TYPE, 6985, 1, 7.13.4 @PropertySource, org.springframework.beans.factory.annotation.InjectAnnotationBeanPostProcessorTests.ConstructorResourceInjectionBean.testBean, @null
AppConfig, CLASS/INTERFACE, 7001, 1, 7.13.4 @PropertySource, org.springframework.context.annotation.configuration.ImportTests.AppConfig, @null
Environment, CLASS/INTERFACE, 7001, 1, 7.13.4 @PropertySource, org.springframework.beans.factory.config.PropertyPlaceholderConfigurer.searchSystemEnvironment, @null
TestBean, CLASS/INTERFACE, 7001, 1, 7.13.4 @PropertySource, org.springframework.beans.factory.config.ObjectFactoryCreatingFactoryBeanTests.FactoryTestBean, @null
testBean(), METHOD, 7001, 1, 7.13.4 @PropertySource, org.springframework.context.annotation.configuration.ConfigurationClassAspectIntegrationTests.ConfigurationWithAspect.testBean(), @null
TestBean, CLASS/INTERFACE, 7001, 1, 7.13.4 @PropertySource, org.springframework.beans.factory.config.ObjectFactoryCreatingFactoryBeanTests.FactoryTestBean, @null
testBean, UNIDENTIFIED-TYPE, 7001, 1, 7.13.4 @PropertySource, org.springframework.beans.factory.annotation.InjectAnnotationBeanPostProcessorTests.ConstructorResourceInjectionBean.testBean, @null
